,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S3,DOV_Branch,Past_Partner_Q1,w6_relationship_end_nonmar,w6_breakup_nonmar,w6_relationship_end_mar,w6_who_breakup,Q5_2,Q6A_2,Q9B_2,Q10_2,Q11_2,Q12_2,Q14_2,Q15A7_2_1,Q16_2,Q17B_2,Q17C_2,Q17D_2,Q20_2,Q21A_2_Year,Q21A_2_Month,Q21B_2_Year,Q21B_2_Month,Q21C_2_Year,Q21C_2_Month,Q21D_2_Year,Q21D_2_Month,Q21E_2_Year,Q21E_2_Month,Q21F_2_start_range,Q21F_2_Year,Q21F_2_Month,w6_identity_2,w6_outness_2,w6_outness_timing_2,Q23_2,Q25_2,Q26_2,Q27_2,Q28_2,w6_friend_connect_2_1,w6_friend_connect_2_2,w6_friend_connect_2_3,w6_friend_connect_2_4,w6_friend_connect_2_Refused,Q32_2,w6_otherdate_2,w6_how_many_2,w6_otherdate_app_2,w6_how_many_app_2,partyid7,PERSNET_hom,ppc10017,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_took_the_survey,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_q21d_month,w6_q21e_year,w6_q21e_month,w6_q21f_year,w6_q21f_month,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,partnership_status,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
667,792,2219267,Qualified,0.8018,62811.0,,0.7972,62451.0,0.9014395,62569.0,14,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,"[Partner Name] passed away, is deceased",nan,nan,No (Not Latino or Hispanic),1947.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",0.0,Three times,I am sexually attracted only to men,nan,Yes,1986,June,1987,June,1987,October,1987,October,nan,nan,Q21D_2,2012,July,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,Yes,Every day,No,Once a year or less,70,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,1,A mobile home,"$125,000 to $149,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,70.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",0.0,3.0,sexually attracted only to opposite gender,nan,Yes,1986.0,June,no,1987.0,June,0.0,1987.0,October,,1987.0,October,,nan,2012.0,July,heterosexual or straight,nan,,[Partner Name] earned more,382.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.8826721,"unpartnered, has had past partner",1,1986.4584,1987.4584,39.0,1.0,1987.7916,0.33325195,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,382.0,1.0,no,no,no,no,White,no,12.0,12.0,12.0,13.0
669,794,2334733,Qualified,1.0177,79724.0,,1.0118,79262.0,1.1441,79412.0,6,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,[Partner Name] wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),Refused,"Some college, no degree",Bachelors degree,Refused,Professional or Doctorate degree,I met [Partner Name] in [answer in Q15A7_2],2.0,Never married,nan,I am sexually attracted only to women,No,2015,September,2015,November,nan,nan,nan,nan,2016,October,Q21B_2,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,Attended same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Not Strong Republican,Yes,No,Every day,Yes,Once or twice a month,22,18-24,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,3,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,1,2,Not working - looking for work,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,,"Some college, no degree",Bachelors degree,Refused,Professional or Doctorate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,0.0,sexually attracted only to opposite gender,nan,No,2015.0,September,no,2015.0,November,0.0,,nan,,,nan,2016.0,October,,nan,heterosexual or straight,nan,,[Partner Name] earned more,0.0,Different High School,1.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.1202805,"unpartnered, has had past partner",0,2015.7084,2015875,20.0,0.16662598,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,no,0.0,,nan,nan,nan,nan,White,no,16.0,20.0,13.0,13.0
671,797,2446131,Qualified,0.8007,62725.0,,0.7961,62364.0,0.90019566,62483.0,18,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1943.0,HS graduate or GED,7th or 8th grade,Leans Democrat,7th or 8th grade,I met [Partner Name] in [answer in Q15A7_2],0.0,Never married,I am sexually attracted only to men,nan,No,1960,June,1984,November,nan,nan,nan,nan,2010,September,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,nan,Yes,Yes,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,No,At least once a week but not every day,No,Once a year or less,67,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,74.0,HS graduate or GED,7th or 8th grade,Leans Democrat,7th or 8th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to opposite gender,nan,No,1960.0,June,no,1984.0,November,0.0,,nan,,,nan,2010.0,September,,nan,heterosexual or straight,nan,,I earned more,98.0,Different High School,,Yes,Yes,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.8814541,"unpartnered, has had past partner",1,1960.4584,1984875,10.0,24.416626,,,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,98.0,2.0,yes,yes,no,no,White,no,7.5,7.5,12.0,13.0
675,802,1149553,Qualified,1.1404,89336.0,,1.1339,88827.0,1.2821654,88995.0,24,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,"[Partner Name] passed away, is deceased",nan,nan,No (Not Latino or Hispanic),1950.0,9th grade,11th grade,Leans Democrat,10th grade,I met [Partner Name] in [answer in Q15A7_2],4.0,Twice,I am sexually attracted only to men,nan,Yes,1957,Refused,1966,Refused,1966,Refused,1998,Refused,nan,nan,Q21D_2,2011,Refused,heterosexual or straight,nan,nan,I earned more,Different High School,nan,Yes,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,Yes,Every day,Not asked,Once a year or less,69,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Female,Yes,1,A building with 2 or more apartments,"$25,000 to $29,999",Widowed,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Not working - retired,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),Black or African American,67.0,9th grade,11th grade,Leans Democrat,10th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],4.0,2.0,sexually attracted only to opposite gender,nan,Yes,1957.0,October,yes,1966.0,September,1.0,1966.0,November,1.0,1998.0,nan,,nan,2011.0,nan,heterosexual or straight,nan,,I earned more,471.0,Different High School,,Yes,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.2554715,"unpartnered, has had past partner",1,1957.7916,1966.7084,9.0,8.916748,1966875,0.16662598,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,471.0,1.0,no,no,no,no,Black or African American,no,11.0,10.0,9.0,12.0
689,817,2868557,Qualified,0.9094,71240.0,,0.9042,70833.0,1.0224305,70967.0,12,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1974.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,9th grade,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",1.0,Once,nan,I am sexually attracted only to women,No,2007,August,2007,September,nan,nan,nan,nan,2008,November,Q21B_2,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Republican,Yes,No,Every day,No,Never,49,45-54,45-59,11th grade,Less than high school,"White, Non-Hispanic",Male,No,2,A one-family house detached from any other house,"$20,000 to $24,999",Divorced,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,43.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,9th grade,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",1.0,1.0,sexually attracted only to opposite gender,nan,No,2007.0,August,no,2007.0,September,0.0,,nan,,,nan,2008.0,November,,nan,heterosexual or straight,nan,,[Partner Name] earned more,78.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.001144,"unpartnered, has had past partner",0,2007625,2007.7084,39.0,0.08337402,,,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,78.0,2.0,no,no,no,yes,White,no,12.0,9.0,12.0,11.0
691,819,1814287,Qualified,1.3054,102262.0,,1.2979,101674.0,1.4676095,101867.0,4,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,nan,No (Not Latino or Hispanic),1987.0,11th grade,12th grade no diploma,Undecided/Independent/Other,HS graduate or GED,Refused,2.0,Never married,I am sexually attracted only to men,nan,Yes,2013,February,2017,May,2017,May,nan,nan,2017,May,Q21C_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,nan,Yes,Yes,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,Yes,At least once a week but not every day,Not asked,Never,33,25-34,30-44,11th grade,Less than high school,"White, Non-Hispanic",Female,Yes,2,A mobile home,"Less than $5,000",Never married,Metro,South,South Atlantic,Rented for cash,0,0,1,0,1,Not working - disabled,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,30.0,11th grade,12th grade no diploma,Undecided/Independent/Other,HS graduate or GED,United States,United States,Refused,2.0,0.0,sexually attracted only to opposite gender,nan,Yes,2013.0,February,no,2017.0,May,0.0,2017.0,May,,,nan,2017.0,May,,nan,heterosexual or straight,nan,,I earned more,14.0,Different High School,,Yes,Yes,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.4370548,"unpartnered, has had past partner",1,2013125,2017375,29.0,4.25,2017375,0.0,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,14.0,1.0,yes,no,no,no,White,no,12.0,12.0,11.0,11.0
694,824,1924607,Qualified,1.3179,103241.0,,1.3103,102646.0,1.4816309,102840.0,3,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,nan,No (Not Latino or Hispanic),1989.0,"Some college, no degree",12th grade no diploma,Undecided/Independent/Other,"Some college, no degree",I met [Partner Name] in [answer in Q15A7_2],2.0,Never married,nan,I am sexually attracted only to women,No,2017,January,2017,January,nan,nan,nan,nan,2017,July,Q21B_2,nan,nan,heterosexual or straight,nan,nan,We earned about the same amount,Different High School,nan,Yes,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","Yes, I have met at least one person for dating, romance, or sex in the past year.","One person. I met only one person in the past year for dating, or romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person",nan,Undecided/Independent/Other,Yes,Yes,Every day,Not asked,Once a year or less,30,25-34,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,No,3,A building with 2 or more apartments,"$10,000 to $12,499",Living with partner,Metro,Northeast,New England,Rented for cash,0,1,0,0,2,Not working - looking for work,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),Black or African American,28.0,"Some college, no degree",12th grade no diploma,Undecided/Independent/Other,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,0.0,sexually attracted only to opposite gender,nan,No,2017.0,January,no,2017.0,January,0.0,,nan,,,nan,2017.0,July,,nan,heterosexual or straight,nan,,We earned about the same amount,0.0,Different High School,,Yes,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","No, I have not met anyone for dating, romance, or sex in the past year",1.0,nan,1.0,yes,no,,0.0,1.4507842,"unpartnered, has had past partner",0,2017.0416,2017.0416,30.0,0.0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,no,0.0,,nan,nan,nan,nan,Black or African American,no,12.0,13.0,13.0,12.0
696,826,2565987,Qualified,0.9872,77335.0,,0.9815,76888.0,1.109838,77034.0,9,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,I wanted to break up more,nan,nan,nan,No (Not Latino or Hispanic),1968.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,10th grade,I met [Partner Name] in [answer in Q15A7_2],10.0,Never married,I am sexually attracted only to men,nan,No,1990,April,1991,June,nan,nan,nan,nan,1991,December,Q21B_2,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,Same High School,nan,No,No,Yes,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,No,Every day,Yes,A few times a year,47,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,49.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,10th grade,United States,United States,I met [Partner Name] in [Answer in Q15A6],10.0,0.0,sexually attracted only to opposite gender,nan,No,1990.0,April,no,1991.0,June,0.0,,nan,,,nan,1991.0,December,,nan,heterosexual or straight,nan,,[Partner Name] earned more,36.0,Same High School,,No,No,yes,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.0867319,"unpartnered, has had past partner",1,1990.2916,1991.4584,20.0,1.166748,,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,36.0,3.0,no,yes,no,no,White,no,12.0,10.0,12.0,12.0
712,848,2824065,Qualified,1.5625,122402.0,,1.5535,121697.0,1.7566311,121928.0,7,Completed survey in over 2 minutes,gen pop,Yes,2,Yes,nan,nan,"[Partner Name] passed away, is deceased",nan,nan,"Yes, Mexican, Mexican American, Chicano",1963.0,5th or 6th grade,No formal education,Leans Democrat,No formal education,I met [Partner Name] in [answer in Q15A7_2],0.0,Once,I am sexually attracted only to men,nan,Yes,1980,March,1981,July,1981,August,1981,December,nan,nan,Q21D_2,2016,August,heterosexual or straight,nan,nan,[Partner Name] earned more,Different High School,nan,No,No,No,Yes,No,No,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Democrat,Yes,Yes,Every day,Yes,Once a week,54,45-54,45-59,5th or 6th grade,Less than high school,Hispanic,Female,Yes,2,A mobile home,"$35,000 to $39,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,No,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,"Yes, Mexican, Mexican American, Chicano",White,54.0,5th or 6th grade,No formal education,Leans Democrat,No formal education,"Another country, please specify","Another country, please specify",I met [Partner Name] in [Answer in Q15A6],0.0,1.0,sexually attracted only to opposite gender,nan,Yes,1980.0,March,no,1981.0,July,0.0,1981.0,August,,1981.0,December,,nan,2016.0,August,heterosexual or straight,nan,,[Partner Name] earned more,2.0,Different High School,,No,No,no,yes,no,no,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,1.720059,"unpartnered, has had past partner",1,1980.2084,1981.5416,17.0,1.333252,1981625,0.08337402,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2.0,0.0,no,no,no,no,Other (please specify),yes,0.0,0.0,5.5,5.5
713,849,2872453,Not Qualified,,,,1.2012,94099.0,1.3582653,94277.0,3,Completed survey in over 2 minutes,gen pop,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not asked,Not asked,Not asked,nan,nan,64,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,No,3,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - disabled,No,No,No,Yes,No,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"excluded b.c. never had a partner, S3==2",nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,,nan,nan,,nan,,,nan,,,nan,,nan,,nan,nan,nan,,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,,1.329987,never had a partner,0,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,Asian or Pacific Islander,nan,,,,12.0
716,853,1806589,Qualified,0.7935,62161.0,,789,61808.0,0.89216727,61925.0,14,Completed survey in over 2 minutes,gen pop,Yes,2,No,We broke up,We both equally wanted to break up,nan,nan,nan,"Yes, Other Latino/Hispanic",Refused,Refused,Refused,Leans Republican,Refused,"I met [Partner Name] somewhere else , Please specify the Country, State, and city or town:",0.0,Once,nan,I am sexually attracted only to women,No,2003,August,2009,August,nan,nan,nan,nan,2009,November,Q21B_2,nan,nan,heterosexual or straight,nan,nan,I earned more,Different High School,nan,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet","No, I have not met anyone for dating, romance, or sex in the past year",nan,nan,nan,Leans Republican,Yes,No,Every day,No,Once a week,77,75+,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,took the survey,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,"Yes, Other Latino/Hispanic",White,,Refused,Refused,Leans Republican,Refused,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",0.0,1.0,sexually attracted only to opposite gender,nan,No,2003.0,August,no,2009.0,August,0.0,,nan,,,nan,2009.0,November,,nan,heterosexual or straight,nan,,I earned more,37.0,Different High School,,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",nan,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,,,0.87359285,"unpartnered, has had past partner",0,2003625,2009625,63.0,6.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,37.0,1.0,no,no,no,no,White,no,,,,13.0
