,CaseID,CASEID_NEW,qflag,weight1,weight1_freqwt,weight2,weight1a,weight1a_freqwt,weight_combo,weight_combo_freqwt,duration,speed_flag,xlgb,S2,Q4,Q5,Q6A,Q6B,Q9,Q10,Q11,Q12,Q14,Q15A7,Q16,Q17B,Q17C,Q17D,Q19,Q20,Q21A_Year,Q21A_Month,Q21B_Year,Q21B_Month,Q21C_Year,Q21C_Month,Q21D_Year,Q21D_Month,w6_identity,w6_outness,w6_outness_timing,Q23,Q24_Refused,Q25,Q26,Q27,Q28,w6_friend_connect_1,w6_friend_connect_2,w6_friend_connect_3,w6_friend_connect_4,w6_friend_connect_Refused,Q32,Q34,Q35_Refused,w6_sex_frequency,w6_otherdate,w6_how_many,w6_how_meet_Refused,w6_otherdate_app,w6_how_many_app,partyid7,ppc21310,ppp20071,ppp20072,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,pprent,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,race1,race2,race3,race4,race5,race6,race7,race8,race9,race10,race11,race12,race13,race14,race15,w6_prior_identity_lgb,w6_same_sex_couple,w6_same_sex_couple_gender,w6_q4,w6_q5,w6_q6a,w6_q6b,w6_q9,w6_q10,w6_q11,w6_q12,w6_q14,w6_q15a1_truncated,w6_q15a4_truncated,w6_q15a7,w6_q16,w6_q17,w6_attraction,w6_q19,w6_q20,w6_q21a_year,w6_q21a_month,w6_q21a_month_flag,w6_q21b_year,w6_q21b_month,w6_q21b_month_flag,w6_q21c_year,w6_q21c_month,w6_q21c_month_flag,w6_q21d_year,w6_identity_all,w6_outness_all,w6_outness_timing_all,w6_q23,w6_q24_length,w6_q25,w6_q26,w6_q27,w6_q28,w6_friend_connect_1_all,w6_friend_connect_2_all,w6_friend_connect_3_all,w6_friend_connect_4_all,w6_q32,w6_q34,w6_otherdate_all,w6_how_many_all,w6_otherdate_app_all,w6_how_many_app_all,w6_number_people_met,w6_otherdate_dichotomous,w6_married,relate_duration_at_w6_years,w6_number_people_met_app,weight_combo_v2,female,year_fraction_met,year_fraction_relstart,age_when_met,time_from_met_to_rel,year_fraction_first_cohab,time_from_rel_to_cohab,hcm2017q24_R_cowork,hcm2017q24_R_friend,hcm2017q24_R_family,hcm2017q24_R_sig_other,hcm2017q24_R_neighbor,hcm2017q24_P_cowork,hcm2017q24_P_friend,hcm2017q24_P_family,hcm2017q24_P_sig_other,hcm2017q24_P_neighbor,hcm2017q24_btwn_I_cowork,hcm2017q24_btwn_I_friend,hcm2017q24_btwn_I_family,hcm2017q24_btwn_I_sig_other,hcm2017q24_btwn_I_neighbor,hcm2017q24_school,hcm2017q24_college,hcm2017q24_mil,hcm2017q24_church,hcm2017q24_vol_org,hcm2017q24_customer,hcm2017q24_bar_restaurant,hcm2017q24_party,hcm2017q24_internet_other,hcm2017q24_internet_dating,hcm2017q24_internet_soc_network,hcm2017q24_internet_game,hcm2017q24_internet_chat,hcm2017q24_internet_org,hcm2017q24_public,hcm2017q24_blind_date,hcm2017q24_vacation,hcm2017q24_single_serve_nonint,hcm2017q24_business_trip,hcm2017q24_work_neighbors,hcm2017q24_met_online,hcm2017_q24_length,hcm2017q24_summary_all_codes,w6_relationship_quality,hcm2017q24_met_through_family,hcm2017q24_met_through_friend,hcm2017q24_met_through_as_nghbrs,hcm2017q24_met_as_through_cowork,w6_subject_race,interracial_5cat,partner_mother_yrsed,subject_mother_yrsed,partner_yrsed,subject_yrsed
203,239,1855961,Qualified,0.8711,68240.0,,0.8661,67848.0,0.97934866,67977.0,4,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,24.0,Bachelors degree,Bachelors degree,Strong Democrat,Associate degree,I met [Partner Name] in [Answer in Q15A6],6.0,Never married,I am sexually attracted only to men,nan,No,No,2013,April,2014,February,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,Attended same college or university,No,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Not Strong Democrat,Every day,No,Once or twice a month,24,18-24,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,24.0,Bachelors degree,Bachelors degree,Strong Democrat,Associate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],6.0,0.0,sexually attracted only to opposite gender,No,No,2013.0,April,no,2014.0,February,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,83.0,Different High School,1.0,No,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,3.4166667,,0.9589592,1,2013.2916,2014125,20.0,0.833374,,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,83.0,4.0,excellent,no,yes,no,no,White,no,16.0,14.0,16.0,16.0
207,246,2431555,Qualified,0.7288,57092.0,,0.7247,56771.0,0.81945956,56879.0,8,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,51.0,Masters degree,HS graduate or GED,Undecided/Independent/Other,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],0.0,Never married,nan,I am sexually attracted only to women,No,Yes,1992,July,1992,July,2011,September,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,2 to 3 times a month,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Two to Five people. I met between two and five different people besides [Partner Name] in the past year for dating, rom",nan,"No, I have not used a phone dating app in the past year to meet someone in person besides [Partner Name]",nan,Leans Republican,Every day,Not asked,Never,52,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,4,A one-family house attached to one or more houses,"$100,000 to $124,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,1,0,0,3,Working - self-employed,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,51.0,Masters degree,HS graduate or GED,Undecided/Independent/Other,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to opposite gender,No,Yes,1992.0,July,no,1992.0,July,0.0,2011.0,September,,,heterosexual or straight,nan,,[Partner Name] earned more,22.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Good,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",1.0,nan,3.5,yes,no,25.0,0.0,0.8023989,0,1992.5416,1992.5416,27.0,0.0,2011.7084,19.166748,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,22.0,0.0,good,no,no,no,no,White,no,12.0,13.0,17.0,13.0
209,248,2622115,Qualified,1.5725,123186.0,,1.5635,122481.0,1.7679386,122713.0,30,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,32.0,Bachelors degree,Masters degree,Strong Democrat,HS graduate or GED,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",30.0,Never married,I am sexually attracted only to men,nan,No,No,2011,April,2011,April,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,Did not attend same college or university,No,No,No,No,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once or twice a week,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Two to Five people. I met between two and five different people besides [Partner Name] in the past year for dating, rom",nan,"No, I have not used a phone dating app in the past year to meet someone in person besides [Partner Name]",nan,Strong Republican,Every day,No,Once a week,26,25-34,18-29,"Some college, no degree",Some college,"Other, Non-Hispanic",Female,No,6,A one-family house detached from any other house,"$125,000 to $149,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,1,0,0,1,4,Not working - looking for work,No,No,No,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,32.0,Bachelors degree,Masters degree,Strong Democrat,HS graduate or GED,United States,United States,"I met [Partner Name] somewhere else, Please specify the Country, State, and city or town:",30.0,0.0,sexually attracted only to opposite gender,No,No,2011.0,April,no,2011.0,April,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,251.0,Different High School,2.0,No,No,no,no,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",1.0,nan,3.5,yes,no,6.25,0.0,1.7311312,1,2011.2916,2011.2916,20.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,251.0,2.0,good,no,no,no,no,nan,nan,17.0,12.0,16.0,13.0
212,251,2305135,Qualified,,,0.4852,,,0.15035415,10436.0,21379,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,68.0,Masters degree,Bachelors degree,Undecided/Independent/Other,Professional or Doctorate degree,I met [Partner Name] in [Answer in Q15A6],0.0,Never married,nan,I am sexually attracted only to men,Yes,nan,1993,June,1993,June,2015,October,nan,nan,gay,All or most of them,14,[Partner Name] was not working for pay,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once a month or less,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Two to Five people. I met between two and five different people besides [Partner Name] in the past year for dating, rom",nan,"No, I have not used a phone dating app in the past year to meet someone in person besides [Partner Name]",nan,Not Strong Democrat,Every day,No,Never,52,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,68.0,Masters degree,Bachelors degree,Undecided/Independent/Other,Professional or Doctorate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,0.0,sexually attracted only to same gender,Yes,nan,1993.0,June,no,1993.0,June,0.0,2015.0,October,,,gay,All or most of them,14.0,[Partner Name] was not working for pay,37.0,Different High School,2.0,No,No,no,no,no,yes,"No, I did NOT meet [Partner Name] through the Internet",Good,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",1.0,nan,3.5,yes,no,24.083334,0.0,0.21157338,0,1993.4584,1993.4584,28.0,0.0,2015.7916,22.333252,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,37.0,1.0,good,no,no,no,no,White,no,16.0,20.0,17.0,17.0
213,252,2910791,Qualified,0.8847,69305.0,,0.8796,68906.0,0.9946138,69036.0,27,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,69.0,Masters degree,HS graduate or GED,Leans Democrat,"Some college, no degree",I met [Partner Name] in [Answer in Q15A6],3.0,Never married,I am sexually attracted only to men,nan,No,No,2011,June,2011,July,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] was not working for pay,nan,Different High School,Did not attend same college or university,No,No,No,No,No,Yes,No,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",Good,Refused,2 to 3 times a month,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Not Strong Democrat,Not asked,No,Once or twice a month,65,65-74,60+,Associate degree,Some college,"White, Non-Hispanic",Female,Yes,1,A one-family house attached to one or more houses,"$35,000 to $39,999",Never married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - self-employed,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,69.0,Masters degree,HS graduate or GED,Leans Democrat,"Some college, no degree",United States,United States,I met [Partner Name] in [Answer in Q15A6],3.0,0.0,sexually attracted only to opposite gender,No,No,2011.0,June,no,2011.0,July,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] was not working for pay,249.0,Different High School,2.0,No,No,no,no,no,yes,"Yes, an Internet dating or matchmaking site (like eHarmony or match.com)",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,6.0,,0.9739066,1,2011.4584,2011.5416,59.0,0.08325195,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,249.0,2.0,good,no,no,no,no,White,no,12.0,13.0,17.0,14.0
220,259,2909003,Qualified,1.1401,89313.0,,1.1336,88803.0,1.2818261,88972.0,8,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),Other (please specify),28.0,HS graduate or GED,HS graduate or GED,Leans Republican,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],0.0,Once,I am sexually attracted only to men,nan,Yes,nan,2012,January,2014,December,2015,June,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Same High School,nan,Yes,No,Yes,No,No,No,No,"Yes, a social networking site (like Facebook or Myspace)",Excellent,nan,3 to 6 times a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Leans Democrat,Every day,Not asked,Never,27,25-34,18-29,11th grade,Less than high school,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$15,000 to $19,999",Widowed,Metro,South,West-South Central,Rented for cash,0,1,2,0,2,Not working - other,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),Other (please specify),28.0,HS graduate or GED,HS graduate or GED,Leans Republican,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],0.0,1.0,sexually attracted only to opposite gender,Yes,nan,2012.0,January,no,2014.0,December,0.0,2015.0,June,,,heterosexual or straight,nan,,[Partner Name] earned more,590.0,Same High School,,Yes,No,yes,no,no,no,"Yes, a social networking site (like Facebook or Myspace)",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,2.5833333,,1.2551392,1,2012.0416,2014.9584,22.0,2.916748,2015.4584,0.5,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,589.0,3.0,excellent,no,yes,no,no,White,yes,12.0,12.0,12.0,11.0
223,262,876181,Qualified,0.9364,73355.0,,931,72932.0,1.0527347,73070.0,6,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,43.0,Associate degree,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],1.0,Twice,nan,I am sexually attracted only to women,No,No,2012,August,2012,August,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,nan,No,No,No,No,No,Yes,No,"Yes, a social networking site (like Facebook or Myspace)",Good,nan,Once a month or less,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Not Strong Republican,Every day,No,Once a year or less,55,55-64,45-59,10th grade,Less than high school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Divorced,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,1,1,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),White,43.0,Associate degree,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],1.0,2.0,sexually attracted only to opposite gender,No,No,2012.0,August,no,2012.0,August,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,139.0,Different High School,,No,No,no,no,no,yes,"Yes, a social networking site (like Facebook or Myspace)",Good,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,4.9166665,,1.0308175,0,2012625,2012625,50.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,139.0,1.0,good,no,no,no,no,White,no,12.0,12.0,14.0,10.0
229,268,2175579,Qualified,1.0971,85944.0,,1.0908,85451.0,1.2334298,85613.0,7,Completed survey in over 2 minutes,gen pop,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,30.0,"Some college, no degree",HS graduate or GED,Undecided/Independent/Other,Associate degree,I met [Partner Name] in [Answer in Q15A6],4.0,Never married,I am sexually attracted only to men,nan,Yes,nan,2008,September,2008,September,2009,February,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Same High School,Did not attend same college or university,Yes,No,Yes,Yes,Yes,No,No,"No, I did NOT meet [Partner Name] through the Internet",Excellent,nan,Once or twice a week,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,nan,Not Strong Democrat,Every day,No,Never,31,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,5,A building with 2 or more apartments,"$60,000 to $74,999",Living with partner,Metro,Midwest,East-North Central,Rented for cash,1,1,1,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Male,nan,No (Not Latino or Hispanic),White,30.0,"Some college, no degree",HS graduate or GED,Undecided/Independent/Other,Associate degree,United States,United States,I met [Partner Name] in [Answer in Q15A6],4.0,0.0,sexually attracted only to opposite gender,Yes,nan,2008.0,September,no,2008.0,September,0.0,2009.0,February,,,heterosexual or straight,nan,,[Partner Name] earned more,132.0,Same High School,2.0,Yes,No,yes,yes,yes,no,"No, I did NOT meet [Partner Name] through the Internet",Excellent,"No, I have not met anyone for dating, romance, or sex besides [Partner Name] in the past year.",nan,nan,nan,0.0,no,no,8.833333,,1.2077506,1,2008.7084,2008.7084,22.0,0.0,2009125,0.41662598,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,132.0,2.0,excellent,no,no,no,no,White,no,12.0,14.0,13.0,13.0
236,275,1808147,Qualified,,,0.4882,,,0.1512838,10501.0,16,Completed survey in over 2 minutes,LGB sample,"Yes, I have a sexual partner (boyfriend or girlfriend)",[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,25.0,12th grade no diploma,10th grade,Undecided/Independent/Other,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],2.0,Never married,nan,"I am mostly sexually attracted to men, less often sexually attracted to women",No,No,2013,August,2016,February,nan,nan,nan,nan,gay,Some of them,22,I earned more,nan,Different High School,nan,No,No,Yes,No,No,No,No,"No, I did NOT meet [Partner Name] through the Internet",Good,nan,Once a month or less,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Two to Five people. I met between two and five different people besides [Partner Name] in the past year for dating, rom",nan,"Yes, I have used a phone dating app in the past year to meet someone besides [Partner Name] in person for dating, roman","One person. Using phone apps, I met only one person besides [Partner Name] in the past year for dating or romance, or s",Strong Democrat,Every day,Not asked,Once a year or less,70,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGB,same_sex_couple,gay male couple,[Partner Name] is Male,"Yes, we are a same-sex couple",No (Not Latino or Hispanic),White,25.0,12th grade no diploma,10th grade,Undecided/Independent/Other,HS graduate or GED,United States,United States,I met [Partner Name] in [Answer in Q15A6],2.0,0.0,"sexually attracted mostly to same gender, sometimes opposite gender",No,No,2013.0,August,no,2016.0,February,0.0,,nan,,,gay,Some of them,22.0,I earned more,150.0,Different High School,,No,No,yes,no,no,no,"No, I did NOT meet [Partner Name] through the Internet",Good,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",2.0,"No, I have not used a phone dating app in the past year to meet someone in person",3.5,yes,no,1.4166666,1.0,0.21288154,0,2013625,2016125,66.0,2.5,,,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,150.0,2.0,good,no,yes,no,no,White,no,10.0,12.0,12.0,16.0
280,331,2054099,Qualified,1.0176,79716.0,,1.0118,79262.0,1.1441,79412.0,19,Completed survey in over 2 minutes,gen pop,I have a romantic partner who is not yet a sexual partner,[Partner Name] is Female,nan,No (Not Latino or Hispanic),Black or African American,50.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,I met [Partner Name] in [Answer in Q15A6],,Never married,nan,I am sexually attracted only to women,No,No,2017,July,2017,July,nan,nan,nan,nan,heterosexual or straight,nan,nan,[Partner Name] earned more,nan,Different High School,nan,No,No,No,No,No,Yes,No,"Yes, an Internet chat room",Fair,nan,Once a day or more,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Two to Five people. I met between two and five different people besides [Partner Name] in the past year for dating, rom",nan,"No, I have not used a phone dating app in the past year to meet someone in person besides [Partner Name]",nan,Strong Democrat,At least once a week but not every day,No,Once a year or less,53,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,Yes,2,A building with 2 or more apartments,"$10,000 to $12,499",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - on temporary layoff from a job,No,Yes,No,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,straight/ non LGB,NOT same-sex souple,hetero couple,[Partner Name] is Female,nan,No (Not Latino or Hispanic),Black or African American,50.0,HS graduate or GED,HS graduate or GED,Undecided/Independent/Other,HS graduate or GED,"Another country, please specify",United States,I met [Partner Name] in [Answer in Q15A6],,0.0,sexually attracted only to opposite gender,No,No,2017.0,July,no,2017.0,July,0.0,,nan,,,heterosexual or straight,nan,,[Partner Name] earned more,194.0,Different High School,,No,No,no,no,no,yes,"Yes, an Internet chat room",Fair,"Yes, I have met at least one person for dating, romance, or sex besides [Partner Name] in  the past year.","Yes, I have met at least one person for dating, romance, or sex in the past year.",1.0,nan,3.5,yes,no,0.0,0.0,1.1202805,0,2017.5416,2017.5416,53.0,0.0,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,194.0,1.0,fair,no,no,no,no,Black or African American,no,12.0,12.0,12.0,12.0
